generation_id,candidate_id,candidate_tag,receiver_height,r_min,packing,inner_bias,azimuth_multiplier,beta_deg,bubble_radius,delta,flat_receiver_radius,flat_receiver_tilt,min_tower_clearance,num_heliostats,radial_multiplier,split_threshold,fitnessValue
000,0110,HASL_000_0110,59.731076,20.820784,0.565335,0.796956,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.387923
000,0109,HASL_000_0109,53.182030,23.661397,0.602506,0.024383,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.417279
000,0108,HASL_000_0108,67.407358,11.788301,0.629183,0.480738,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.355064
000,0107,HASL_000_0107,39.306613,15.925711,0.438143,0.490856,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.429709
000,0106,HASL_000_0106,57.632509,10.630340,0.884526,0.405739,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.382886
000,0105,HASL_000_0105,46.457577,28.347323,0.691151,0.034110,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.446654
000,0104,HASL_000_0104,43.978333,17.682063,0.789693,0.994015,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.425884
000,0103,HASL_000_0103,37.465433,23.819412,0.677162,0.979549,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.472144
000,0102,HASL_000_0102,57.902415,12.741008,0.528140,0.682985,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.391868
000,0101,HASL_000_0101,52.677534,11.768829,0.725677,0.718457,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.405451
000,0100,HASL_000_0100,48.582268,13.372579,0.780751,0.285601,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.424947
000,0099,HASL_000_0099,60.632116,19.788987,0.795568,0.545430,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.386756
000,0098,HASL_000_0098,50.114568,11.583645,0.851303,0.544659,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.415792
000,0097,HASL_000_0097,39.077826,25.669131,0.484965,0.395977,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.463541
000,0096,HASL_000_0096,55.558737,26.377295,0.463806,0.793513,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.415913
000,0095,HASL_000_0095,53.805942,19.819407,0.684548,0.221393,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.410927
000,0094,HASL_000_0094,69.044980,15.134489,0.681121,0.725575,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.352378
000,0093,HASL_000_0093,47.374192,18.035409,0.635257,0.547528,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.417727
000,0092,HASL_000_0092,66.431421,14.302808,0.791837,0.959554,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.362412
000,0091,HASL_000_0091,49.027017,26.494936,0.885565,0.551015,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.440545
000,0090,HASL_000_0090,69.394648,26.935795,0.745105,0.379425,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.356664
000,0089,HASL_000_0089,44.813436,22.621485,0.446901,0.570400,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.429088
000,0088,HASL_000_0088,58.895081,12.678061,0.793116,0.819544,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.390491
000,0087,HASL_000_0087,63.412626,16.884582,0.593270,0.908622,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.370424
000,0086,HASL_000_0086,40.282624,29.029017,0.772038,0.191696,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.463059
000,0085,HASL_000_0085,41.794782,28.121436,0.594337,0.741448,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.461577
000,0084,HASL_000_0084,54.761193,10.413827,0.555320,0.605707,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.399330
000,0083,HASL_000_0083,59.683454,17.863735,0.610259,0.513177,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.380850
000,0082,HASL_000_0082,35.193839,24.993655,0.888405,0.759955,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.473677
